id,dist_latest_transaction_address_km,email,application_date,site_visits_A,site_visits_B,site_visits_C,credit_limit,number_of_transactions,is_fraud
1781,3.0,wcham9f@amazon.co.jp,2019-01-30 11:33:45.197152,43.0,1.0,1.0,"$1,318.08",24,0
1782,5.0,nrandales66@typepad.com,2019-02-24 02:50:03.542685,12.0,1.0,1.0,"$1,196.82",18,0
1783,2.0,ojane18@sbwire.com,2019-02-23 15:29:06.360197,1.0,2.0,2.0,"$1,255.08",12,0
1784,4.0,llippinin2@amazon.co.jp,2019-01-28 13:43:21.129506,7.0,1.0,1.0,"$1,055.97",21,0
1785,3.0,coskehan6i@umich.edu,2019-03-14 01:27:31.123090,9.0,4.0,4.0,"$1,328.11",23,0
1786,10.0,yvaggesoi@unc.edu,2019-02-25 19:35:23.525730,7.0,0.0,0.0,"$1,226.48",19,0
1787,unknown,lhelliskr@facebook.com,2019-02-04 06:50:00.407131,3.0,4.0,4.0,"$1,216.99",28,0
1788,5.0,elaverackrp@umich.edu,2019-03-15 01:24:50.650791,1.0,1.0,1.0,"$1,461.51",19,0
1789,5.0,mhamper50@nih.gov,2019-03-11 00:54:02.982673,3.0,2.0,2.0,"$1,205.75",23,0
1790,1.0,gdrueryl8@amazon.co.jp,2019-02-04 13:23:42.866959,3.0,1.0,1.0,"$2,907.05",18,0
1791,11.0,chaysmannl@amazon.co.jp,2019-03-14 22:14:32.945444,5.0,1.0,1.0,"$1,229.64",24,0
1792,13.0,wreeseb@chron.com,2019-03-10 15:49:22.704376,6.0,0.0,0.0,"$1,900.54",23,0
1793,2.0,bpethrick23@sbwire.com,2019-01-27 01:45:46.419876,2.0,0.0,0.0,"$1,046.25",18,0
1794,2.0,dsouthernsht@themeforest.net,2019-02-13 10:12:51.655090,18.0,1.0,1.0,"$1,123.17",25,0
1795,4.0,nwarkupic@desdev.cn,2019-03-20 02:13:59.211290,23.0,2.0,2.0,"$2,755.00",14,0
1796,4.0,kmcloney22@facebook.com,2019-03-23 20:58:23.302598,4.0,1.0,1.0,"$1,091.91",22,0
1797,2.0,jdarbishire9j@themeforest.net,2019-02-12 06:25:00.334482,1.0,2.0,2.0,"$1,227.78",21,0
1798,17.0,hgurgebj@chron.com,2019-02-23 07:02:45.118252,3.0,2.0,2.0,"$1,288.08",23,0
1799,1.0,cgabottinj@yolasite.com,2019-02-09 07:50:23.082290,19.0,0.0,0.0,"$1,046.02",20,0
1800,4.0,dnorval2k@themeforest.net,2019-02-16 05:56:17.818867,24.0,0.0,0.0,"$1,008.16",21,0
1801,0.0,dcolmoreo@desdev.cn,2019-01-31 23:28:29.988254,3.0,0.0,0.0,"$1,149.55",21,0
1802,4.0,ameronx@amazon.co.jp,2019-03-06 11:40:24.699504,16.0,0.0,0.0,"$1,416.01",25,0
1803,unknown,bhavelinda@yolasite.com,2019-02-25 11:10:55.748510,0.0,2.0,2.0,"$1,219.25",21,0
1804,7.0,lvenablesl4@typepad.com,2019-03-04 14:16:25.554481,21.0,1.0,1.0,"$1,077.79",25,0
1805,6.0,gdrueryl8@chron.com,2019-03-15 10:45:02.649813,11.0,0.0,0.0,"$1,219.54",16,0
1806,2.0,pjuggings1l@sbwire.com,2019-01-29 09:48:27.276237,1.0,1.0,1.0,"$1,701.76",20,0
1807,3.0,jwakefordbg@umich.edu,2019-02-27 11:51:49.868902,8.0,1.0,1.0,"$1,154.76",12,0
1808,3.0,epeto5t@spiegel.de,2019-01-25 23:29:12.830097,1.0,1.0,1.0,"$1,403.72",21,0
1809,0.0,ebanaszkiewicz31@umich.edu,2019-03-11 18:13:07.639285,22.0,1.0,1.0,"$1,248.17",23,0
1810,2.0,edinisku@desdev.cn,2019-01-30 03:51:07.317799,9.0,2.0,2.0,"$1,155.04",18,0
1811,6.0,dbaptistej9@umich.edu,2019-02-27 17:14:11.635965,38.0,0.0,0.0,"$2,520.77",23,0
1812,11.0,mtwededk@chron.com,2019-02-27 21:59:43.473848,8.0,1.0,1.0,"$1,481.72",13,0
1813,13.0,asargeof@themeforest.net,2019-02-23 03:39:43.745412,6.0,2.0,2.0,"$1,326.58",16,0
1814,3.0,rlinkleterfh@alexa.com,2019-03-21 09:15:20.994263,10.0,1.0,1.0,"$1,176.41",17,0
1815,unknown,tegginsonat@facebook.com,2019-01-29 00:21:01.223204,8.0,2.0,2.0,"$1,678.59",23,0
1816,2.0,lstagg3j@umich.edu,2019-02-12 01:29:17.902405,4.0,2.0,2.0,"$1,013.07",24,0
1817,2.0,ncislandir@yolasite.com,2019-02-26 20:46:17.618914,2.0,1.0,1.0,"$1,071.23",17,0
1818,5.0,gcosbee4a@yolasite.com,2019-02-04 09:04:20.675366,7.0,0.0,0.0,"$1,333.40",17,0
1819,9.0,bmcaline1v@nih.gov,2019-03-19 12:49:25.410896,4.0,0.0,0.0,"$1,497.04",21,0
1820,1.0,skelson4s@alexa.com,2019-02-03 11:35:48.725731,15.0,0.0,0.0,"$1,214.24",17,0
1821,1.0,cbellordoh@amazon.co.jp,2019-02-15 14:59:46.593048,3.0,5.0,5.0,"$2,064.45",23,0
1822,4.0,balp4b@tuttocitta.it,2019-03-13 15:03:59.676623,5.0,0.0,0.0,"$2,681.32",22,0
1823,1.0,amedcraft1q@discuz.net,2019-02-11 08:18:31.726995,11.0,1.0,1.0,"$3,112.99",21,0
1824,8.0,westable7a@yolasite.com,2019-02-08 05:10:29.327291,5.0,1.0,1.0,"$1,169.16",16,0
1825,4.0,asnuggs7d@slashdot.org,2019-03-18 14:06:26.313881,2.0,1.0,1.0,"$1,206.49",18,1
1826,2.0,mrobinette3o@unc.edu,2019-03-12 03:55:32.648941,1.0,0.0,0.0,"$1,180.66",19,0
1827,3.0,tmcsporon6c@desdev.cn,2019-02-11 07:37:32.220465,14.0,0.0,0.0,"$1,313.06",24,0
1828,1.0,nhelinmf@chron.com,2019-03-05 20:39:36.639466,31.0,1.0,1.0,"$1,076.65",22,0
1829,0.0,acolebornjp@amazon.co.jp,2019-02-15 17:13:30.231271,12.0,0.0,0.0,"$1,203.21",15,0
1830,1.0,smacgillacolm29@alexa.com,2019-03-03 16:46:04.934650,10.0,0.0,0.0,"$2,578.12",18,0
1831,5.0,gdrueryl8@desdev.cn,2019-02-24 14:43:34.004853,2.0,4.0,4.0,"$1,111.51",29,0
1832,0.0,omalenfant8@facebook.com,2019-02-24 05:02:35.785184,1.0,1.0,1.0,"$2,126.07",23,0
1833,2.0,nsmees7z@amazon.co.jp,2019-03-17 23:45:01.498670,5.0,1.0,1.0,"$1,542.03",22,0
1834,2.0,darchambault6f@discuz.net,2019-02-17 16:51:25.756326,0.0,0.0,0.0,"$2,010.68",17,0
1835,4.0,jstainpe@facebook.com,2019-03-13 21:34:15.480983,16.0,0.0,0.0,"$1,581.56",24,0
1836,1.0,ibanthamkw@desdev.cn,2019-02-07 02:55:04.151234,0.0,0.0,0.0,"$1,131.14",22,0
1837,3.0,ecodlin99@chron.com,2019-02-24 23:48:34.820585,7.0,0.0,0.0,"$1,318.21",18,0
1838,0.0,ajudkin6p@tiny.cc,2019-02-04 17:24:21.707994,1.0,0.0,0.0,"$1,818.43",28,0
1839,4.0,bemanuelov3q@typepad.com,2019-01-28 12:22:20.156764,10.0,1.0,1.0,"$1,663.93",17,0
1840,2.0,npetkovicja@yolasite.com,2019-03-14 22:18:54.029766,2.0,2.0,2.0,"$1,374.65",21,0
1841,7.0,asargeof@ocn.ne.jp,2019-03-05 01:31:17.208897,22.0,1.0,1.0,"$1,276.24",14,0
1842,9.0,hmaken7u@umich.edu,2019-02-04 12:48:32.744589,3.0,1.0,1.0,"$1,154.54",19,0
1843,0.0,ddyball7g@alexa.com,2019-02-18 05:06:03.270676,0.0,2.0,2.0,"$1,062.45",14,0
1844,4.0,csemberef@tiny.cc,2019-02-25 17:34:17.436209,7.0,1.0,1.0,"$1,399.03",19,0
1845,5.0,hdawdryq9@squidoo.com,2019-01-31 00:18:36.552910,1.0,1.0,1.0,"$1,196.41",24,0
1846,1.0,cgaylerby@umich.edu,2019-03-13 15:00:57.188730,19.0,1.0,1.0,"$1,565.68",27,0
1847,4.0,rpendreyjh@yolasite.com,2019-01-28 07:39:19.783323,7.0,1.0,1.0,"$1,886.44",22,0
1848,unknown,ghollingdalekp@sbwire.com,2019-03-19 11:04:22.290807,8.0,1.0,1.0,"$1,456.24",26,0
1849,7.0,kgronojb@umich.edu,2019-02-11 21:27:32.148937,10.0,5.0,5.0,"$2,714.81",17,0
1850,2.0,amatthewmann5@tiny.cc,2019-03-09 18:24:29.520416,15.0,0.0,0.0,"$1,640.88",13,0
1851,0.0,rwass5h@discuz.net,2019-02-17 23:47:03.985166,1.0,0.0,0.0,"$1,840.00",14,0
1852,2.0,jcamiesdf@slashdot.org,2019-01-30 03:16:37.659046,3.0,1.0,1.0,"$1,350.08",19,0
1853,3.0,elaverackrp@nih.gov,2019-02-08 23:50:19.645399,2.0,0.0,0.0,"$1,264.27",17,0
1854,1.0,cgerringjg@themeforest.net,2019-02-14 11:58:56.215826,15.0,2.0,2.0,"$1,732.70",28,0
1855,8.0,wrioch21@facebook.com,2019-02-11 22:48:20.144931,4.0,1.0,1.0,"$1,043.54",25,0
1856,1.0,nwarkupic@themeforest.net,2019-03-21 15:10:01.777306,13.0,1.0,1.0,"$1,228.79",18,0
1857,0.0,ekeeffegc@umich.edu,2019-03-23 03:01:49.722061,4.0,1.0,1.0,"$1,347.26",15,0
1858,3.0,ogrand82@facebook.com,2019-02-28 18:27:29.464305,18.0,1.0,1.0,"$1,332.43",24,0
1859,1.0,mtearleb0@mozilla.org,2019-03-10 18:29:30.800278,36.0,1.0,1.0,"$1,560.30",18,0
1860,8.0,lparradye3m@sbwire.com,2019-03-16 01:32:21.490088,7.0,1.0,1.0,"$1,202.40",26,0
1861,10.0,tscarsekn@sbwire.com,2019-03-14 04:06:00.230376,12.0,0.0,0.0,"$1,137.76",17,0
1862,0.0,bcollingwoodw@themeforest.net,2019-03-21 06:02:45.575384,1.0,0.0,0.0,"$1,083.24",22,1
1863,5.0,rfollitt11@discuz.net,2019-02-17 19:50:20.454943,12.0,3.0,3.0,"$1,419.95",20,1
1864,3.0,ngeraschj6@yolasite.com,2019-01-29 09:24:35.499342,11.0,0.0,0.0,"$1,267.67",16,0
1865,1.0,bstaplese8@nih.gov,2019-03-22 06:54:45.115768,5.0,0.0,0.0,"$1,281.35",20,0
1866,8.0,mlandal4h@themeforest.net,2019-03-01 13:12:00.506101,0.0,1.0,1.0,"$2,007.21",22,0
1867,2.0,csafellfr@tiny.cc,2019-03-01 22:29:01.293737,12.0,0.0,0.0,"$1,313.74",19,0
1868,5.0,mjahncke2z@amazon.co.jp,2019-03-02 19:27:10.650329,1.0,0.0,0.0,"$1,561.30",24,0
1869,4.0,elegliseak@unblog.fr,2019-03-13 03:24:17.398648,6.0,2.0,2.0,"$1,111.04",16,0
1870,1.0,gmcelvinecl@amazon.co.jp,2019-02-14 07:12:16.735392,7.0,2.0,2.0,"$1,011.50",26,0
1871,4.0,bladelqn@yolasite.com,2019-02-23 10:17:00.784846,20.0,0.0,0.0,"$1,794.28",21,0
1872,11.0,ewarboyg9@facebook.com,2019-02-10 19:37:07.523409,4.0,0.0,0.0,"$1,001.28",21,0
1873,3.0,aaliberti7m@umich.edu,2019-03-13 12:20:07.880620,2.0,1.0,1.0,"$2,073.90",25,0
1874,21.0,ojane18@themeforest.net,2019-03-03 13:22:23.010268,2.0,0.0,0.0,"$1,157.24",18,0
1875,6.0,lglashbydv@nih.gov,2019-02-09 00:09:34.481810,1.0,0.0,0.0,"$1,072.27",21,0
1876,2.0,bhaker3@facebook.com,2019-03-17 08:10:48.936305,19.0,1.0,1.0,"$2,128.72",16,0
1877,8.0,pgregrp7@facebook.com,2019-02-03 18:31:29.027239,1.0,0.0,0.0,"$1,049.23",16,0
1878,3.0,aaspeynq@sbwire.com,2019-02-27 05:35:58.553895,14.0,1.0,1.0,"$1,047.50",16,0
1879,17.0,vmcgavincb@desdev.cn,2019-03-21 12:18:42.826402,10.0,2.0,2.0,"$1,279.00",24,0
1880,14.0,amacdermot1t@discuz.net,2019-03-13 07:57:42.496725,2.0,1.0,1.0,"$1,153.62",27,0
1881,21.0,cmorforthqk@amazon.co.jp,2019-02-12 22:59:08.516979,1.0,1.0,1.0,"$1,539.20",24,0
1882,4.0,broelvinkkg@nih.gov,2019-02-20 18:37:15.514645,15.0,0.0,0.0,"$2,029.88",17,0
1883,5.0,aampsc4@tuttocitta.it,2019-03-07 07:34:06.764842,16.0,1.0,1.0,"$1,458.59",21,0
1884,12.0,kholah3n@yolasite.com,2019-03-16 00:35:20.251609,1.0,1.0,1.0,"$1,358.11",19,0
1885,10.0,mgasonpu@themeforest.net,2019-03-06 02:24:42.460466,1.0,1.0,1.0,"$1,661.10",20,0
1886,5.0,asawlm0@desdev.cn,2019-01-27 13:02:51.072545,6.0,0.0,0.0,"$1,149.12",21,0
1887,9.0,ecasserlybc@facebook.com,2019-02-15 08:32:54.345620,1.0,1.0,1.0,"$1,091.93",22,0
1888,4.0,hbunt51@facebook.com,2019-03-02 23:52:06.597621,3.0,2.0,2.0,"$1,912.24",19,0
1889,4.0,nsmalingcx@tiny.cc,2019-02-12 17:45:03.466317,1.0,1.0,1.0,"$1,060.19",16,0
1890,10.0,lsukbhans6e@amazon.co.jp,2019-02-17 07:20:41.989516,16.0,0.0,0.0,"$2,270.99",19,0
1891,18.0,scraydonb3@facebook.com,2019-03-09 13:53:00.626645,3.0,1.0,1.0,"$1,303.32",17,1
1892,4.0,bmulrann9@chron.com,2019-03-25 10:52:24.198096,6.0,1.0,1.0,"$1,424.78",21,0
1893,5.0,tmcsporon6c@amazon.co.jp,2019-03-11 00:40:57.761911,27.0,3.0,3.0,"$1,524.89",18,0
1894,1.0,cboyes9i@yolasite.com,2019-03-25 05:05:12.799586,1.0,0.0,0.0,"$1,340.83",19,0
1895,4.0,alukianovichj3@facebook.com,2019-03-18 16:39:08.280100,6.0,0.0,0.0,"$1,049.86",24,0
1896,9.0,mlarrawaydm@yolasite.com,2019-03-07 09:12:52.759230,1.0,3.0,3.0,"$1,395.62",20,0
1897,0.0,hrowlingsg7@themeforest.net,2019-03-20 17:22:41.255282,11.0,2.0,2.0,"$1,354.29",21,0
1898,1.0,lricardek@typepad.com,2019-02-13 00:18:02.892587,21.0,4.0,4.0,"$1,074.79",17,0
1899,0.0,ckleinplac91@typepad.com,2019-02-03 10:45:21.657013,8.0,1.0,1.0,"$1,442.34",23,0
1900,1.0,dconradielc@facebook.com,2019-01-28 03:39:38.036887,9.0,0.0,0.0,"$3,475.59",32,0
1901,1.0,sdwellydj@desdev.cn,2019-02-25 23:44:00.620804,3.0,0.0,0.0,"$3,469.42",19,0
1902,4.0,jharnett1k@yolasite.com,2019-01-27 06:22:36.535998,1.0,1.0,1.0,"$1,099.68",23,0
1903,1.0,dkruschovn7@slashdot.org,2019-03-07 23:37:53.335002,3.0,1.0,1.0,"$1,319.61",27,0
1904,15.0,vguerrijf@tiny.cc,2019-02-23 10:59:40.678149,9.0,0.0,0.0,"$1,928.61",20,0
1905,1.0,ecordeiro2t@spiegel.de,2019-01-31 18:40:45.037057,7.0,3.0,3.0,"$2,039.49",19,0
1906,9.0,vfarnell6d@unc.edu,2019-02-07 10:42:32.517223,1.0,0.0,0.0,"$1,995.28",15,0
1907,5.0,ibanthamkw@wikimedia.org,2019-02-08 20:30:03.990667,2.0,1.0,1.0,"$1,134.35",22,0
1908,9.0,mweatherall6o@alexa.com,2019-02-07 03:50:28.274216,10.0,2.0,2.0,"$1,215.58",22,0
1909,1.0,oschmuhll@typepad.com,2019-02-10 15:49:26.817310,10.0,1.0,1.0,"$1,044.50",16,0
1910,6.0,vbondy12@alexa.com,2019-01-29 05:46:42.008728,19.0,0.0,0.0,"$1,121.04",20,0
1911,4.0,westable7a@alibaba.com,2019-02-15 12:18:21.292224,2.0,0.0,0.0,"$1,497.05",19,0
1912,0.0,elaverackrp@facebook.com,2019-01-28 09:02:02.670463,7.0,0.0,0.0,"$1,271.89",18,0
1913,5.0,mrowlingsnk@tuttocitta.it,2019-02-24 16:20:10.038402,9.0,3.0,3.0,"$1,333.36",21,0
1914,6.0,mwellingtonc1@typepad.com,2019-01-25 21:06:18.111980,12.0,0.0,0.0,"$2,172.81",18,0
1915,2.0,vsawdenei@amazon.co.jp,2019-02-25 11:21:50.201514,17.0,1.0,1.0,"$1,067.20",14,0
1916,5.0,hasserrc@yolasite.com,2019-01-28 06:39:18.391990,7.0,1.0,1.0,"$1,186.27",20,0
1917,1.0,clowe5m@facebook.com,2019-02-08 08:56:55.722439,2.0,0.0,0.0,"$1,011.35",21,0
1918,13.0,dimlockm1@typepad.com,2019-01-29 22:07:36.955642,4.0,2.0,2.0,"$1,717.98",20,0
1919,4.0,cbrewettjn@facebook.com,2019-02-14 19:02:10.455100,41.0,1.0,1.0,"$1,351.98",19,0
1920,16.0,ibanthamkw@slashdot.org,2019-02-24 02:07:43.365106,19.0,0.0,0.0,"$1,196.74",20,0
1921,2.0,delpheeen@alexa.com,2019-03-03 19:53:43.886802,1.0,5.0,5.0,"$1,225.73",26,0
1922,2.0,tcreffieldlj@discuz.net,2019-01-27 11:10:45.945370,1.0,0.0,0.0,"$1,437.42",28,0
1923,2.0,tfassumem@sbwire.com,2019-02-23 14:30:18.757366,2.0,1.0,1.0,"$1,718.13",23,0
1924,6.0,kbreeqp@themeforest.net,2019-03-20 22:46:56.871954,2.0,1.0,1.0,"$1,542.91",15,0
1925,2.0,tbottby8b@yolasite.com,2019-02-03 07:44:54.944830,2.0,3.0,3.0,"$1,072.77",25,0
1926,0.0,grittmeieres@alexa.com,2019-03-12 07:21:53.708760,12.0,1.0,1.0,"$1,110.23",28,0
1927,5.0,jlabrumdd@themeforest.net,2019-03-05 21:45:10.817825,4.0,0.0,0.0,"$1,845.18",22,0
1928,1.0,tspenceleyf1@facebook.com,2019-02-02 11:24:12.383708,15.0,1.0,1.0,"$2,075.44",27,0
1929,6.0,tsawardai@facebook.com,2019-03-12 13:12:21.234187,5.0,0.0,0.0,"$1,399.12",24,0
1930,0.0,mdodworthb7@themeforest.net,2019-03-12 21:56:11.257168,5.0,0.0,0.0,"$1,212.33",16,0
1931,8.0,rbloodworthep0@facebook.com,2019-03-14 04:16:12.607899,2.0,2.0,2.0,"$1,411.99",21,0
1932,11.0,gconaboymc@alibaba.com,2019-02-14 09:33:23.536277,1.0,3.0,3.0,"$1,072.62",17,0
1933,2.0,ptrothlp@themeforest.net,2019-02-14 00:59:12.506567,11.0,3.0,3.0,"$1,251.25",18,0
1934,1.0,sgeorgeaufo@chron.com,2019-02-10 15:56:07.076404,1.0,1.0,1.0,"$1,041.66",17,0
1935,10.0,wtillyki@amazon.co.jp,2019-02-03 09:49:07.080057,1.0,0.0,0.0,"$1,373.35",23,0
1936,2.0,nveracruysse5a@themeforest.net,2019-02-16 15:29:56.075722,21.0,1.0,1.0,"$1,248.79",23,0
1937,0.0,dbrookesbie69@chron.com,2019-03-01 23:06:28.386218,1.0,0.0,0.0,"$1,224.16",19,0
1938,4.0,pstembridgea9@facebook.com,2019-02-25 12:59:01.300083,5.0,2.0,2.0,"$1,404.16",20,0
1939,18.0,lhair2r@desdev.cn,2019-03-01 03:00:33.171042,1.0,1.0,1.0,"$1,492.04",19,0
1940,unknown,malvaradoig@slashdot.org,2019-03-10 01:18:37.298154,62.0,1.0,1.0,"$1,374.18",19,0
1941,3.0,pnewallhj@amazon.co.jp,2019-02-23 23:02:02.497273,16.0,2.0,2.0,"$1,383.40",24,0
1942,3.0,jcourso5@desdev.cn,2019-03-15 12:36:11.786232,4.0,0.0,0.0,"$2,535.04",17,0
1943,10.0,psoreymr@alexa.com,2019-03-08 05:14:03.999887,4.0,1.0,1.0,"$1,382.59",12,0
1944,8.0,cewols4q@facebook.com,2019-01-28 21:48:41.531912,10.0,0.0,0.0,"$1,485.75",23,0
1945,5.0,cmcpeice8x@alibaba.com,2019-02-19 06:54:38.928199,11.0,4.0,4.0,"$1,067.66",18,0
1946,6.0,ikidstouneo@amazon.co.jp,2019-03-19 20:57:18.544879,5.0,0.0,0.0,"$1,030.39",21,0
1947,unknown,rratheqt@amazon.co.jp,2019-03-10 09:06:12.817919,4.0,1.0,1.0,"$1,224.47",17,0
1948,2.0,deatttokk7@alexa.com,2019-02-19 11:59:05.746661,3.0,2.0,2.0,"$1,376.44",13,0
1949,1.0,kgadsonmq@facebook.com,2019-02-27 13:46:34.048237,7.0,3.0,3.0,"$1,683.12",14,0
1950,1.0,jlackied@facebook.com,2019-02-09 05:59:16.417025,11.0,0.0,0.0,"$1,424.46",20,0
1951,1.0,ykroppk9@umich.edu,2019-02-02 20:02:41.093316,9.0,1.0,1.0,"$1,718.37",14,0
1952,6.0,jmeddingsfk@soundcloud.com,2019-03-09 13:36:57.559850,3.0,0.0,0.0,"$1,533.95",25,1
1953,4.0,adietzlerp9@unc.edu,2019-03-09 23:09:07.944117,20.0,0.0,0.0,"$3,625.75",12,0
1954,0.0,twyllie5b@desdev.cn,2019-03-04 19:11:57.304776,11.0,3.0,3.0,"$2,367.30",11,0
1955,17.0,smoen1g@amazon.co.jp,2019-03-10 15:06:40.586662,5.0,0.0,0.0,"$1,422.82",17,0
1956,5.0,hbunt51@amazon.co.jp,2019-03-09 02:46:09.969840,0.0,1.0,1.0,"$2,509.13",24,0
1957,2.0,nstratleyov@psu.edu,2019-02-24 08:35:46.068223,1.0,0.0,0.0,"$1,868.59",16,0
1958,2.0,cgabottinj@typepad.com,2019-03-05 22:20:09.093065,3.0,0.0,0.0,"$1,078.89",18,0
1959,0.0,asargeof@facebook.com,2019-03-06 05:08:32.277156,12.0,1.0,1.0,"$1,136.21",28,0
1960,1.0,mjahncke2z@umich.edu,2019-02-10 19:38:31.818965,38.0,1.0,1.0,"$1,342.47",13,0
1961,6.0,pchristophersen4d@yolasite.com,2019-03-25 06:05:24.586571,6.0,1.0,1.0,"$1,635.77",14,0
1962,4.0,ghollingdalekp@facebook.com,2019-03-11 17:29:25.837254,4.0,2.0,2.0,"$1,335.06",24,0
1963,8.0,wdiboldihd@facebook.com,2019-02-26 02:26:53.799829,6.0,1.0,1.0,"$1,559.83",21,0
1964,11.0,fmewes4f@slashdot.org,2019-03-04 21:31:41.906095,8.0,1.0,1.0,"$1,055.49",15,0
1965,7.0,ameronx@alexa.com,2019-03-04 16:37:19.063884,28.0,2.0,2.0,"$1,583.32",21,0
1966,21.0,vbondy12@themeforest.net,2019-03-19 21:26:34.135182,4.0,0.0,0.0,"$1,727.08",20,0
1967,3.0,wmacguffog5y@themeforest.net,2019-03-01 01:56:32.076012,7.0,0.0,0.0,"$1,033.88",22,0
1968,8.0,mmacinerney2q@desdev.cn,2019-03-05 21:32:15.501711,14.0,1.0,1.0,"$1,863.96",17,0
1969,6.0,cgrubeae@sbwire.com,2019-02-18 16:36:08.493008,6.0,1.0,1.0,"$1,090.26",15,0
1970,4.0,mlief25@tuttocitta.it,2019-02-02 21:02:19.094182,1.0,0.0,0.0,"$1,763.97",22,0
1971,6.0,ffishleydi@facebook.com,2019-02-06 09:21:07.209204,13.0,2.0,2.0,"$1,672.37",23,0
1972,1.0,rgiacobbinijacob27@soundcloud.com,2019-03-04 09:56:47.023766,13.0,1.0,1.0,"$1,439.58",19,0
1973,1.0,dlemarchandr3@amazon.co.jp,2019-02-04 23:58:55.359678,2.0,1.0,1.0,"$1,278.52",24,0
1974,0.0,idelahayep6@facebook.com,2019-03-23 04:52:28.107945,2.0,0.0,0.0,"$1,021.07",15,0
1975,2.0,pjupph9@amazon.co.jp,2019-03-04 01:28:36.399839,3.0,0.0,0.0,"$1,753.37",16,0
1976,2.0,srubinov4v@amazon.co.jp,2019-03-17 15:14:21.864828,5.0,1.0,1.0,"$1,274.41",17,0
1977,0.0,mkynsona4@umich.edu,2019-02-22 03:00:41.628097,11.0,0.0,0.0,"$1,010.33",19,0
1978,14.0,pgarahank5@facebook.com,2019-01-29 07:54:16.493720,2.0,0.0,0.0,"$1,148.25",18,0
1979,14.0,cewols4q@themeforest.net,2019-01-30 16:41:45.770731,10.0,1.0,1.0,"$1,444.48",20,0
1980,4.0,vbondy12@facebook.com,2019-01-26 01:45:28.868703,8.0,0.0,0.0,"$2,549.29",23,0
1981,unknown,fvallintine3e@slashdot.org,2019-02-05 01:18:44.355630,4.0,0.0,0.0,"$1,736.23",11,0
1982,6.0,kgladtbachip@alexa.com,2019-03-14 01:40:31.144395,1.0,0.0,0.0,"$2,060.88",18,0
1983,0.0,lrisbridgerg8@photobucket.com,2019-03-25 06:34:40.051377,0.0,0.0,0.0,"$1,062.27",14,1
1984,3.0,cnecolds5v@desdev.cn,2019-02-16 07:28:00.418287,30.0,1.0,1.0,"$1,388.37",22,0
1985,5.0,jsievewrightpb@facebook.com,2019-02-18 17:00:46.227584,24.0,0.0,0.0,"$1,581.10",24,0
1986,2.0,pbalmforthkl@themeforest.net,2019-03-16 20:20:30.555966,7.0,2.0,2.0,"$1,103.34",17,0
1987,13.0,ncorradeschi64@themeforest.net,2019-03-23 17:21:59.426901,7.0,0.0,0.0,"$1,038.10",17,0
1988,3.0,gchaulkpq@ezinearticles.com,2019-03-15 05:53:49.290034,2.0,0.0,0.0,"$2,179.99",19,0
1989,2.0,cglasgow5q@discuz.net,2019-02-28 13:36:03.333682,1.0,0.0,0.0,"$1,008.58",13,0
1990,0.0,cmenziesiz@facebook.com,2019-01-26 06:28:32.627176,2.0,1.0,1.0,"$1,863.97",17,0
1991,1.0,vsawdenei@amazon.co.jp,2019-02-28 17:17:17.999615,31.0,0.0,0.0,"$1,650.94",29,0
1992,2.0,psallings1@facebook.com,2019-03-09 08:13:35.866242,0.0,3.0,3.0,"$1,468.44",18,0
1993,28.0,cjoannidilx@umich.edu,2019-02-23 08:10:44.950651,22.0,1.0,1.0,"$1,407.07",18,1
1994,2.0,ehayter1z@desdev.cn,2019-02-23 07:56:46.652913,31.0,1.0,1.0,"$1,279.79",21,0
1995,2.0,gbonsuldn@soundcloud.com,2019-03-09 19:37:54.996171,6.0,0.0,0.0,"$2,014.00",21,0
1996,4.0,cdowning8m@facebook.com,2019-02-28 16:24:04.912072,25.0,1.0,1.0,"$1,275.17",16,0
1997,0.0,aroddanu@umich.edu,2019-03-12 12:05:14.098120,3.0,0.0,0.0,"$1,351.14",22,0
1998,4.0,wgriffithoj@sbwire.com,2019-03-01 23:26:49.597721,0.0,1.0,1.0,"$1,104.71",16,0
1999,3.0,menric46@facebook.com,2019-02-01 12:22:38.009862,5.0,0.0,0.0,"$1,853.39",22,0
2000,6.0,pchristophersen4d@umich.edu,2019-02-21 09:45:50.602770,6.0,0.0,0.0,"$1,302.38",22,0
2001,2.0,gmcelvinecl@yolasite.com,2019-03-01 16:26:51.687703,6.0,1.0,1.0,"$2,054.88",24,0
2002,unknown,jbernath6s@facebook.com,2019-03-10 03:34:23.493642,13.0,4.0,4.0,"$2,031.98",18,0
2003,2.0,mtinwell2h@facebook.com,2019-02-01 06:21:56.562460,5.0,3.0,3.0,"$2,521.15",23,0
2004,14.0,psommerlink0@topsy.com,2019-02-25 23:19:53.400720,1.0,1.0,1.0,"$1,986.23",18,0
2005,8.0,jbeckoe@amazon.co.jp,2019-02-21 12:31:12.672004,8.0,0.0,0.0,"$1,653.50",19,0
2006,0.0,rkleintjj@chron.com,2019-02-27 18:58:37.584633,8.0,1.0,1.0,"$1,592.34",17,0
2007,1.0,ibolton19@chron.com,2019-02-06 15:50:30.246815,42.0,1.0,1.0,"$1,072.81",14,0
2008,2.0,vhackwellan@umich.edu,2019-03-19 21:36:41.896141,2.0,1.0,1.0,"$1,280.04",14,0
